id,source,chapter,openintro_exercise_no,local_exercise_no,part_no,title,task,context,sub_question,original_text,raw_latex
ch_regr_mult_and_log_20_2,OpenIntro Statistics,ch_regr_mult_and_log,20,2,2,Logistic regression fact checking,regression,"Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.","When using a logistic regression model,
 it is impossible for the model to predict
 a probability that is negative or a probability
 that is greater than 1.","Logistic regression fact checking

Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.

When using a logistic regression model,
 it is impossible for the model to predict
 a probability that is negative or a probability
 that is greater than 1.","\qt{Logistic regression fact checking\label{log_regr_facts}}
Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.
\begin{parts}
\item
    Suppose we consider the first two observations
    based on a logistic regression model,
    where the first variable in observation~1
    takes a value of $x_1 = 6$ and observation~2
    has $x_1 = 4$.
%    Each observation has all the same values for the
%    other variables used in the model.
    Suppose we realized we made an error for these
    two observations, and the first observation
    was actually $x_1 = 7$ (instead of~6)
    and the second observation actually had
    $x_1 = 5$ (instead of~4).
    Then the predicted probability from the
    logistic regression model would increase
    the same amount for each observation after
    we correct these variables.
\item
    When using a logistic regression model,
    it is impossible for the model to predict
    a probability that is negative or a probability
    that is greater than 1.
\item
    Because logistic regression predicts probabilities
    of outcomes, observations used to build a logistic
    regression model need not be independent.
\item
    When fitting logistic regression,
    we typically complete model selection using
    adjusted $R^2$.
\end{parts}"
ch_regr_mult_and_log_20_3,OpenIntro Statistics,ch_regr_mult_and_log,20,2,3,Logistic regression fact checking,regression,"Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.","Because logistic regression predicts probabilities
 of outcomes, observations used to build a logistic
 regression model need not be independent.","Logistic regression fact checking

Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.

Because logistic regression predicts probabilities
 of outcomes, observations used to build a logistic
 regression model need not be independent.","\qt{Logistic regression fact checking\label{log_regr_facts}}
Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.
\begin{parts}
\item
    Suppose we consider the first two observations
    based on a logistic regression model,
    where the first variable in observation~1
    takes a value of $x_1 = 6$ and observation~2
    has $x_1 = 4$.
%    Each observation has all the same values for the
%    other variables used in the model.
    Suppose we realized we made an error for these
    two observations, and the first observation
    was actually $x_1 = 7$ (instead of~6)
    and the second observation actually had
    $x_1 = 5$ (instead of~4).
    Then the predicted probability from the
    logistic regression model would increase
    the same amount for each observation after
    we correct these variables.
\item
    When using a logistic regression model,
    it is impossible for the model to predict
    a probability that is negative or a probability
    that is greater than 1.
\item
    Because logistic regression predicts probabilities
    of outcomes, observations used to build a logistic
    regression model need not be independent.
\item
    When fitting logistic regression,
    we typically complete model selection using
    adjusted $R^2$.
\end{parts}"
ch_regr_mult_and_log_20_4,OpenIntro Statistics,ch_regr_mult_and_log,20,2,4,Logistic regression fact checking,regression,"Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.","When fitting logistic regression,
 we typically complete model selection using
 adjusted $R^2$.","Logistic regression fact checking

Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.

When fitting logistic regression,
 we typically complete model selection using
 adjusted $R^2$.","\qt{Logistic regression fact checking\label{log_regr_facts}}
Determine which of the following statements are
true and false.
For each statement that is false, explain why it is false.
\begin{parts}
\item
    Suppose we consider the first two observations
    based on a logistic regression model,
    where the first variable in observation~1
    takes a value of $x_1 = 6$ and observation~2
    has $x_1 = 4$.
%    Each observation has all the same values for the
%    other variables used in the model.
    Suppose we realized we made an error for these
    two observations, and the first observation
    was actually $x_1 = 7$ (instead of~6)
    and the second observation actually had
    $x_1 = 5$ (instead of~4).
    Then the predicted probability from the
    logistic regression model would increase
    the same amount for each observation after
    we correct these variables.
\item
    When using a logistic regression model,
    it is impossible for the model to predict
    a probability that is negative or a probability
    that is greater than 1.
\item
    Because logistic regression predicts probabilities
    of outcomes, observations used to build a logistic
    regression model need not be independent.
\item
    When fitting logistic regression,
    we typically complete model selection using
    adjusted $R^2$.
\end{parts}"
ch_regr_mult_and_log_21_1,OpenIntro Statistics,ch_regr_mult_and_log,21,3,1,"Spam filtering, Part I",regression,"Spam filters are built on principles similar to those
used in logistic regression.
We fit a probability that each message is spam
or not spam.
We have several email variables for this problem:
tomultiple,
cc,
attach,
dollar,
winner,
inherit,
password,
format,
resubj,
exclaimsubj, and
sentemail.
We won't describe what each variable means
here for the sake of brevity, but each is
either a numerical or indicator variable.","For variable selection,
 we fit the full model, which includes all
 variables, and then we also fit each model
 where we've dropped exactly one of the variables.
 In each of these reduced models, the AIC value
 for the model is reported below.
 Based on these results, which variable,
 if any, should we drop as part of model
 selection?
 Explain.

Table:
| Variable Dropped | AIC |
| --- | --- |
| None Dropped | 1863.50 |
| tomultiple | 2023.50 |
| cc | 1863.18 |
| attach | 1871.89 |
| dollar | 1879.70 |
| winner | 1885.03 |
| inherit | 1865.55 |
| password | 1879.31 |
| format | 2008.85 |
| resubj | 1904.60 |
| exclaimsubj | 1862.76 |
| sentemail | 1958.18 |

 See the next page for part~(b).","Spam filtering, Part I

Spam filters are built on principles similar to those
used in logistic regression.
We fit a probability that each message is spam
or not spam.
We have several email variables for this problem:
tomultiple,
cc,
attach,
dollar,
winner,
inherit,
password,
format,
resubj,
exclaimsubj, and
sentemail.
We won't describe what each variable means
here for the sake of brevity, but each is
either a numerical or indicator variable.

For variable selection,
 we fit the full model, which includes all
 variables, and then we also fit each model
 where we've dropped exactly one of the variables.
 In each of these reduced models, the AIC value
 for the model is reported below.
 Based on these results, which variable,
 if any, should we drop as part of model
 selection?
 Explain.

Table:
| Variable Dropped | AIC |
| --- | --- |
| None Dropped | 1863.50 |
| tomultiple | 2023.50 |
| cc | 1863.18 |
| attach | 1871.89 |
| dollar | 1879.70 |
| winner | 1885.03 |
| inherit | 1865.55 |
| password | 1879.31 |
| format | 2008.85 |
| resubj | 1904.60 |
| exclaimsubj | 1862.76 |
| sentemail | 1958.18 |

 See the next page for part~(b).","\qt{Spam filtering, Part I\label{spam_filtering_model_sel}}
Spam filters are built on principles similar to those
used in logistic regression.
We fit a probability that each message is spam
or not spam.
We have several email variables for this problem:
\resp{to\us{}multiple},
\resp{cc},
\resp{attach},
\resp{dollar},
\resp{winner},
\resp{inherit},
\resp{password},
\resp{format},
\resp{re\us{}subj},
\resp{exclaim\us{}subj}, and
\resp{sent\us{}email}.
We won't describe what each variable means
here for the sake of brevity, but each is
either a numerical or indicator variable.
\begin{parts}
\item
    For variable selection,
    we fit the full model, which includes all
    variables, and then we also fit each model
    where we've dropped exactly one of the variables.
    In each of these reduced models, the AIC value
    for the model is reported below.
    Based on these results, which variable,
    if any, should we drop as part of model
    selection?
    Explain.
    \begin{center}
    \begin{tabular}{lc}
      \hline
      Variable Dropped & AIC \\ 
      \hline
      None Dropped & 1863.50 \\ 
      \resp{to\us{}multiple} & 2023.50 \\ 
      \resp{cc} & 1863.18 \\ 
      \resp{attach} & 1871.89 \\ 
      \resp{dollar} & 1879.70 \\ 
      \resp{winner} & 1885.03 \\ 
      \resp{inherit} & 1865.55 \\ 
      \resp{password} & 1879.31 \\ 
      \resp{format} & 2008.85 \\ 
      \resp{re\us{}subj} & 1904.60 \\ 
      \resp{exclaim\us{}subj} & 1862.76 \\ 
      \resp{sent\us{}email} & 1958.18 \\ 
      \hline
    \end{tabular}
    \end{center}
    \textbf{See the next page for part~(b).}

\D{\newpage}

\item
    Consider the following model selection stage.
    Here again we've computed the AIC
    for each leave-one-variable-out model.
    Based on the results, which variable,
    if any, should we drop as part of model
    selection?
    Explain.
    \begin{center}
    \begin{tabular}{lc}
      \hline
      Variable Dropped & AIC \\ 
      \hline
      None Dropped & 1862.41 \\ 
      \resp{to\us{}multiple} & 2019.55 \\ 
      \resp{attach} & 1871.17 \\ 
      \resp{dollar} & 1877.73 \\ 
      \resp{winner} & 1884.95 \\ 
      \resp{inherit} & 1864.52 \\ 
      \resp{password} & 1878.19 \\ 
      \resp{format} & 2007.45 \\ 
      \resp{re\us{}subj} & 1902.94 \\ 
      \resp{sent\us{}email} & 1957.56 \\ 
      \hline
    \end{tabular}
    \end{center}
\end{parts}"
ch_regr_mult_and_log_21_2,OpenIntro Statistics,ch_regr_mult_and_log,21,3,2,"Spam filtering, Part I",regression,"Spam filters are built on principles similar to those
used in logistic regression.
We fit a probability that each message is spam
or not spam.
We have several email variables for this problem:
tomultiple,
cc,
attach,
dollar,
winner,
inherit,
password,
format,
resubj,
exclaimsubj, and
sentemail.
We won't describe what each variable means
here for the sake of brevity, but each is
either a numerical or indicator variable.","Consider the following model selection stage.
 Here again we've computed the AIC
 for each leave-one-variable-out model.
 Based on the results, which variable,
 if any, should we drop as part of model
 selection?
 Explain.

Table:
| Variable Dropped | AIC |
| --- | --- |
| None Dropped | 1862.41 |
| tomultiple | 2019.55 |
| attach | 1871.17 |
| dollar | 1877.73 |
| winner | 1884.95 |
| inherit | 1864.52 |
| password | 1878.19 |
| format | 2007.45 |
| resubj | 1902.94 |
| sentemail | 1957.56 |","Spam filtering, Part I

Spam filters are built on principles similar to those
used in logistic regression.
We fit a probability that each message is spam
or not spam.
We have several email variables for this problem:
tomultiple,
cc,
attach,
dollar,
winner,
inherit,
password,
format,
resubj,
exclaimsubj, and
sentemail.
We won't describe what each variable means
here for the sake of brevity, but each is
either a numerical or indicator variable.

Consider the following model selection stage.
 Here again we've computed the AIC
 for each leave-one-variable-out model.
 Based on the results, which variable,
 if any, should we drop as part of model
 selection?
 Explain.

Table:
| Variable Dropped | AIC |
| --- | --- |
| None Dropped | 1862.41 |
| tomultiple | 2019.55 |
| attach | 1871.17 |
| dollar | 1877.73 |
| winner | 1884.95 |
| inherit | 1864.52 |
| password | 1878.19 |
| format | 2007.45 |
| resubj | 1902.94 |
| sentemail | 1957.56 |","\qt{Spam filtering, Part I\label{spam_filtering_model_sel}}
Spam filters are built on principles similar to those
used in logistic regression.
We fit a probability that each message is spam
or not spam.
We have several email variables for this problem:
\resp{to\us{}multiple},
\resp{cc},
\resp{attach},
\resp{dollar},
\resp{winner},
\resp{inherit},
\resp{password},
\resp{format},
\resp{re\us{}subj},
\resp{exclaim\us{}subj}, and
\resp{sent\us{}email}.
We won't describe what each variable means
here for the sake of brevity, but each is
either a numerical or indicator variable.
\begin{parts}
\item
    For variable selection,
    we fit the full model, which includes all
    variables, and then we also fit each model
    where we've dropped exactly one of the variables.
    In each of these reduced models, the AIC value
    for the model is reported below.
    Based on these results, which variable,
    if any, should we drop as part of model
    selection?
    Explain.
    \begin{center}
    \begin{tabular}{lc}
      \hline
      Variable Dropped & AIC \\ 
      \hline
      None Dropped & 1863.50 \\ 
      \resp{to\us{}multiple} & 2023.50 \\ 
      \resp{cc} & 1863.18 \\ 
      \resp{attach} & 1871.89 \\ 
      \resp{dollar} & 1879.70 \\ 
      \resp{winner} & 1885.03 \\ 
      \resp{inherit} & 1865.55 \\ 
      \resp{password} & 1879.31 \\ 
      \resp{format} & 2008.85 \\ 
      \resp{re\us{}subj} & 1904.60 \\ 
      \resp{exclaim\us{}subj} & 1862.76 \\ 
      \resp{sent\us{}email} & 1958.18 \\ 
      \hline
    \end{tabular}
    \end{center}
    \textbf{See the next page for part~(b).}

\D{\newpage}

\item
    Consider the following model selection stage.
    Here again we've computed the AIC
    for each leave-one-variable-out model.
    Based on the results, which variable,
    if any, should we drop as part of model
    selection?
    Explain.
    \begin{center}
    \begin{tabular}{lc}
      \hline
      Variable Dropped & AIC \\ 
      \hline
      None Dropped & 1862.41 \\ 
      \resp{to\us{}multiple} & 2019.55 \\ 
      \resp{attach} & 1871.17 \\ 
      \resp{dollar} & 1877.73 \\ 
      \resp{winner} & 1884.95 \\ 
      \resp{inherit} & 1864.52 \\ 
      \resp{password} & 1878.19 \\ 
      \resp{format} & 2007.45 \\ 
      \resp{re\us{}subj} & 1902.94 \\ 
      \resp{sent\us{}email} & 1957.56 \\ 
      \hline
    \end{tabular}
    \end{center}
\end{parts}"
ch_regr_mult_and_log_22,OpenIntro Statistics,ch_regr_mult_and_log,22,4,,"Movie returns, Part II",unknown,"The student from
Exercise~[ref: movie_returns_altogether] analyzed
return-on-investment (ROI) for movies based on
release year and genre of movies.
The plots below show the predicted ROI vs. actual
ROI for each of the genres separately.
Do these figures support the comment in the
FiveThirtyEight.com article that states,
``The return-on-investment potential for horror movies
is absurd.''
Note that the x-axis range varies for each plot.

0.6ch_regr_mult_and_log/figures/eoce/movie_returns_by_genre/horror_movies_by_genre",,"Movie returns, Part II

The student from
Exercise~[ref: movie_returns_altogether] analyzed
return-on-investment (ROI) for movies based on
release year and genre of movies.
The plots below show the predicted ROI vs. actual
ROI for each of the genres separately.
Do these figures support the comment in the
FiveThirtyEight.com article that states,
``The return-on-investment potential for horror movies
is absurd.''
Note that the x-axis range varies for each plot.

0.6ch_regr_mult_and_log/figures/eoce/movie_returns_by_genre/horror_movies_by_genre","\qt{Movie returns, Part II\label{movie_returns_by_genre}}
The student from
Exercise~\ref{movie_returns_altogether} analyzed
return-on-investment (ROI) for movies based on
release year and genre of movies.
The plots below show the predicted ROI vs. actual
ROI for each of the genres separately.
Do these figures support the comment in the
FiveThirtyEight.com article that states,
``The return-on-investment potential for horror movies
is absurd.''
Note that the x-axis range varies for each plot.
\begin{center}
\FigureFullPath[Five scatterplots are shown, one for each of genre of Action, Adventure, Comedy, Drama, and Horror. Each plot has ""Actual ROI"" on the horizontal axis and ""Predicted ROI"" on the vertical axis. The Action and Adventure scatterplots have nearly all of their points with ""Actual ROI"" ranging from about 0 to 5 with a handful of points between 5 and 15, and in all cases the Predicted ROI is always between about 2 and 3. The Comedy and Drama scatterplots have nearly all of their points with ""Actual ROI"" ranging from about 0 to 12 with a handful of points above 12, and in all cases the Predicted ROI is always between about 2.5 and 3.5. The Horror scatterplot has nearly all of its points with ""Actual ROI"" ranging from about 0 to 50 with a handful of points above 50, and in all cases the Predicted ROI is always between about 11 and 12.]{0.6}{ch_regr_mult_and_log/figures/eoce/movie_returns_by_genre/horror_movies_by_genre}
\end{center}"
ch_regr_mult_and_log_23_1,OpenIntro Statistics,ch_regr_mult_and_log,23,5,1,"Spam filtering, Part II",regression,"In Exercise~[ref: spam_filtering_model_sel],
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:

Table:
| Estimate | Std. Error | z value | Pr($>$$|$z$|$) | |
| --- | --- | --- | --- | --- |
| (Intercept) | -0.8124 | 0.0870 | -9.34 | 0.0000 |
| tomultiple | -2.6351 | 0.3036 | -8.68 | 0.0000 |
| winner | 1.6272 | 0.3185 | 5.11 | 0.0000 |
| format | -1.5881 | 0.1196 | -13.28 | 0.0000 |
| resubj | -3.0467 | 0.3625 | -8.40 | 0.0000 |","Write down the model using the coefficients
 from the model fit.","Spam filtering, Part II

In Exercise~[ref: spam_filtering_model_sel],
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:

Table:
| Estimate | Std. Error | z value | Pr($>$$|$z$|$) | |
| --- | --- | --- | --- | --- |
| (Intercept) | -0.8124 | 0.0870 | -9.34 | 0.0000 |
| tomultiple | -2.6351 | 0.3036 | -8.68 | 0.0000 |
| winner | 1.6272 | 0.3185 | 5.11 | 0.0000 |
| format | -1.5881 | 0.1196 | -13.28 | 0.0000 |
| resubj | -3.0467 | 0.3625 | -8.40 | 0.0000 |

Write down the model using the coefficients
 from the model fit.","\qt{Spam filtering, Part II\label{spam_filtering_predict}}
In Exercise~\ref{spam_filtering_model_sel},
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:
\begin{center}
\begin{tabular}{rrrrr}
  \hline
  & Estimate & Std. Error & z value & Pr($>$$|$z$|$) \\ 
  \hline
  (Intercept) & -0.8124 & 0.0870 & -9.34 & 0.0000 \\ 
  to\us{}multiple & -2.6351 & 0.3036 & -8.68 & 0.0000 \\ 
  winner & 1.6272 & 0.3185 & 5.11 & 0.0000 \\ 
  format & -1.5881 & 0.1196 & -13.28 & 0.0000 \\ 
  re\us{}subj & -3.0467 & 0.3625 & -8.40 & 0.0000 \\ 
  \hline
\end{tabular}
\end{center}
\begin{parts}
\item
    Write down the model using the coefficients
    from the model fit.

\item
    Suppose we have an observation where
    $\var{to\us{}multiple} = 0$,
    $\var{winner} = 1$,
    $\var{format} = 0$, and
    $\var{re\us{}subj} = 0$.
    What is the predicted probability that this message
    is spam?

\item
    Put yourself in the shoes of a data scientist
    working on a spam filter.
    For a given message, how high must the probability
    a message is spam be before you think it would be
    reasonable to put it in a \emph{spambox}
    (which the user is unlikely to check)?
    What tradeoffs might you consider?
    Any ideas about how you might make your spam-filtering
    system even better from the perspective of someone
    using your email service?
\end{parts}"
ch_regr_mult_and_log_23_2,OpenIntro Statistics,ch_regr_mult_and_log,23,5,2,"Spam filtering, Part II",regression,"In Exercise~[ref: spam_filtering_model_sel],
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:

Table:
| Estimate | Std. Error | z value | Pr($>$$|$z$|$) | |
| --- | --- | --- | --- | --- |
| (Intercept) | -0.8124 | 0.0870 | -9.34 | 0.0000 |
| tomultiple | -2.6351 | 0.3036 | -8.68 | 0.0000 |
| winner | 1.6272 | 0.3185 | 5.11 | 0.0000 |
| format | -1.5881 | 0.1196 | -13.28 | 0.0000 |
| resubj | -3.0467 | 0.3625 | -8.40 | 0.0000 |","Suppose we have an observation where
 $tomultiple = 0$,
 $winner = 1$,
 $format = 0$, and
 $resubj = 0$.
 What is the predicted probability that this message
 is spam?","Spam filtering, Part II

In Exercise~[ref: spam_filtering_model_sel],
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:

Table:
| Estimate | Std. Error | z value | Pr($>$$|$z$|$) | |
| --- | --- | --- | --- | --- |
| (Intercept) | -0.8124 | 0.0870 | -9.34 | 0.0000 |
| tomultiple | -2.6351 | 0.3036 | -8.68 | 0.0000 |
| winner | 1.6272 | 0.3185 | 5.11 | 0.0000 |
| format | -1.5881 | 0.1196 | -13.28 | 0.0000 |
| resubj | -3.0467 | 0.3625 | -8.40 | 0.0000 |

Suppose we have an observation where
 $tomultiple = 0$,
 $winner = 1$,
 $format = 0$, and
 $resubj = 0$.
 What is the predicted probability that this message
 is spam?","\qt{Spam filtering, Part II\label{spam_filtering_predict}}
In Exercise~\ref{spam_filtering_model_sel},
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:
\begin{center}
\begin{tabular}{rrrrr}
  \hline
  & Estimate & Std. Error & z value & Pr($>$$|$z$|$) \\ 
  \hline
  (Intercept) & -0.8124 & 0.0870 & -9.34 & 0.0000 \\ 
  to\us{}multiple & -2.6351 & 0.3036 & -8.68 & 0.0000 \\ 
  winner & 1.6272 & 0.3185 & 5.11 & 0.0000 \\ 
  format & -1.5881 & 0.1196 & -13.28 & 0.0000 \\ 
  re\us{}subj & -3.0467 & 0.3625 & -8.40 & 0.0000 \\ 
  \hline
\end{tabular}
\end{center}
\begin{parts}
\item
    Write down the model using the coefficients
    from the model fit.

\item
    Suppose we have an observation where
    $\var{to\us{}multiple} = 0$,
    $\var{winner} = 1$,
    $\var{format} = 0$, and
    $\var{re\us{}subj} = 0$.
    What is the predicted probability that this message
    is spam?

\item
    Put yourself in the shoes of a data scientist
    working on a spam filter.
    For a given message, how high must the probability
    a message is spam be before you think it would be
    reasonable to put it in a \emph{spambox}
    (which the user is unlikely to check)?
    What tradeoffs might you consider?
    Any ideas about how you might make your spam-filtering
    system even better from the perspective of someone
    using your email service?
\end{parts}"
ch_regr_mult_and_log_23_3,OpenIntro Statistics,ch_regr_mult_and_log,23,5,3,"Spam filtering, Part II",regression,"In Exercise~[ref: spam_filtering_model_sel],
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:

Table:
| Estimate | Std. Error | z value | Pr($>$$|$z$|$) | |
| --- | --- | --- | --- | --- |
| (Intercept) | -0.8124 | 0.0870 | -9.34 | 0.0000 |
| tomultiple | -2.6351 | 0.3036 | -8.68 | 0.0000 |
| winner | 1.6272 | 0.3185 | 5.11 | 0.0000 |
| format | -1.5881 | 0.1196 | -13.28 | 0.0000 |
| resubj | -3.0467 | 0.3625 | -8.40 | 0.0000 |","Put yourself in the shoes of a data scientist
 working on a spam filter.
 For a given message, how high must the probability
 a message is spam be before you think it would be
 reasonable to put it in a spambox
 (which the user is unlikely to check)?
 What tradeoffs might you consider?
 Any ideas about how you might make your spam-filtering
 system even better from the perspective of someone
 using your email service?","Spam filtering, Part II

In Exercise~[ref: spam_filtering_model_sel],
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:

Table:
| Estimate | Std. Error | z value | Pr($>$$|$z$|$) | |
| --- | --- | --- | --- | --- |
| (Intercept) | -0.8124 | 0.0870 | -9.34 | 0.0000 |
| tomultiple | -2.6351 | 0.3036 | -8.68 | 0.0000 |
| winner | 1.6272 | 0.3185 | 5.11 | 0.0000 |
| format | -1.5881 | 0.1196 | -13.28 | 0.0000 |
| resubj | -3.0467 | 0.3625 | -8.40 | 0.0000 |

Put yourself in the shoes of a data scientist
 working on a spam filter.
 For a given message, how high must the probability
 a message is spam be before you think it would be
 reasonable to put it in a spambox
 (which the user is unlikely to check)?
 What tradeoffs might you consider?
 Any ideas about how you might make your spam-filtering
 system even better from the perspective of someone
 using your email service?","\qt{Spam filtering, Part II\label{spam_filtering_predict}}
In Exercise~\ref{spam_filtering_model_sel},
we encountered a data set where we applied
logistic regression to aid in spam classification
for individual emails.
In this exercise, we've taken a small set of these
variables and fit a formal model with the following
output:
\begin{center}
\begin{tabular}{rrrrr}
  \hline
  & Estimate & Std. Error & z value & Pr($>$$|$z$|$) \\ 
  \hline
  (Intercept) & -0.8124 & 0.0870 & -9.34 & 0.0000 \\ 
  to\us{}multiple & -2.6351 & 0.3036 & -8.68 & 0.0000 \\ 
  winner & 1.6272 & 0.3185 & 5.11 & 0.0000 \\ 
  format & -1.5881 & 0.1196 & -13.28 & 0.0000 \\ 
  re\us{}subj & -3.0467 & 0.3625 & -8.40 & 0.0000 \\ 
  \hline
\end{tabular}
\end{center}
\begin{parts}
\item
    Write down the model using the coefficients
    from the model fit.

\item
    Suppose we have an observation where
    $\var{to\us{}multiple} = 0$,
    $\var{winner} = 1$,
    $\var{format} = 0$, and
    $\var{re\us{}subj} = 0$.
    What is the predicted probability that this message
    is spam?

\item
    Put yourself in the shoes of a data scientist
    working on a spam filter.
    For a given message, how high must the probability
    a message is spam be before you think it would be
    reasonable to put it in a \emph{spambox}
    (which the user is unlikely to check)?
    What tradeoffs might you consider?
    Any ideas about how you might make your spam-filtering
    system even better from the perspective of someone
    using your email service?
\end{parts}"
ch_regr_simple_linear_37_1,OpenIntro Statistics,ch_regr_simple_linear,37,1,1,True / False,correlation,"Determine if the following statements are true or false.
If false, explain why.","A correlation coefficient of -0.90 indicates a stronger 
linear relationship than a correlation of 0.5.","True / False

Determine if the following statements are true or false.
If false, explain why.

A correlation coefficient of -0.90 indicates a stronger 
linear relationship than a correlation of 0.5.","\qt{True / False\label{tf_correlation}}
Determine if the following statements are true or false.
If false, explain why.
\begin{parts}
\item A correlation coefficient of -0.90 indicates a stronger 
linear relationship than a correlation of 0.5.
\item Correlation is a measure of the association between any 
two variables.
\end{parts}"
ch_regr_simple_linear_37_2,OpenIntro Statistics,ch_regr_simple_linear,37,1,2,True / False,correlation,"Determine if the following statements are true or false.
If false, explain why.","Correlation is a measure of the association between any 
two variables.","True / False

Determine if the following statements are true or false.
If false, explain why.

Correlation is a measure of the association between any 
two variables.","\qt{True / False\label{tf_correlation}}
Determine if the following statements are true or false.
If false, explain why.
\begin{parts}
\item A correlation coefficient of -0.90 indicates a stronger 
linear relationship than a correlation of 0.5.
\item Correlation is a measure of the association between any 
two variables.
\end{parts}"
ch_regr_simple_linear_38_1,OpenIntro Statistics,ch_regr_simple_linear,38,2,1,Trees,unknown,"The scatterplots below 
show the relationship between height, diameter, and volume of timber 
in 31 felled black cherry trees. The diameter of the tree is measured 
4.5 feet above the ground.[source: data:trees]

0.46ch_regr_simple_linear/figures/eoce/trees_volume_height_diameter/trees_volume_height

0.46ch_regr_simple_linear/figures/eoce/trees_volume_height_diameter/trees_volume_diameter",Describe the relationship between volume and height of these trees.,"Trees

The scatterplots below 
show the relationship between height, diameter, and volume of timber 
in 31 felled black cherry trees. The diameter of the tree is measured 
4.5 feet above the ground.[source: data:trees]

0.46ch_regr_simple_linear/figures/eoce/trees_volume_height_diameter/trees_volume_height

0.46ch_regr_simple_linear/figures/eoce/trees_volume_height_diameter/trees_volume_diameter

Describe the relationship between volume and height of these trees.","\qt{Trees\label{trees_volume_height_diameter}} The scatterplots below 
show the relationship between height, diameter, and volume of timber 
in 31 felled black cherry trees. The diameter of the tree is measured 
4.5 feet above the ground.\footfullcite{data:trees}
\begin{center}
\FigureFullPath[A scatterplot is shown with around 30 points. The horizontal axis is for ""Height, in feet"" and takes values between 60 and 90 feet. The vertical axis is for ""Volume, in cubic feet"" and takes values between 8 and 80 cubic feet. For the five points with heights smaller than 70 feet, volumes range from about 8 to 25 cubic feet. For the fifteen points with heights between 70 and 80 feet, volumes mostly range from about 15 to 50 cubic feet. For the ten points with heights larger than 80 feet, volumes mostly range from about 20 to 65 cubic feet, with one outlier with a height of about 88 feet and a volume of about 80 cubic feet.]{0.46}{ch_regr_simple_linear/figures/eoce/trees_volume_height_diameter/trees_volume_height}
\hspace{0.07\textwidth}%
\FigureFullPath[A scatterplot is shown with around 30 points. The horizontal axis is for ""Diameter, in inches"" and takes values between 8 and 22 inches. The vertical axis is for ""Volume, in cubic feet"" and takes values between 8 and 80 cubic feet. About 15 points with circumferences smaller than 12 inches, volumes range from about 8 to 25 cubic feet. For the approximately ten points with circumferences between 12 and 16 feet, volumes range from 22 to 35 cubic feet. For the 6 points with circumferences larger than 16 inches, volumes range from 40 to 60 cubic feet, with one outlier with a circumference of 22 inches and a volume of about 80 cubic feet.]{0.46}{ch_regr_simple_linear/figures/eoce/trees_volume_height_diameter/trees_volume_diameter}
\end{center}
\begin{parts}
\item Describe the relationship between volume and height of these trees.
\item Describe the relationship between volume and diameter of these trees.
\item Suppose you have height and diameter measurements for another black 
cherry tree. Which of these variables would be preferable to use to predict 
the volume of timber in this tree using a simple linear regression model? 
Explain your reasoning.
\end{parts}"
